                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                0.74667,                 0.3317,                0.94194,                0.99832,                0.99967,                0.99445,                0.87388,                0.67179,                0.22745,                0.90649,               0.006535,               0.006535,               0.006535
                     38,                0.74448,                0.32968,                 0.9418,                0.99839,                0.99966,                0.99447,                0.87417,                0.67113,                 0.2269,                0.90624,               0.006436,               0.006436,               0.006436
                     39,                 0.7436,                0.32675,                0.94372,                0.99838,                0.99958,                0.99448,                0.87451,                0.67045,                 0.2266,                0.90608,               0.006337,               0.006337,               0.006337
                     40,                0.73934,                0.32443,                 0.9439,                0.99841,                0.99951,                 0.9945,                0.87384,                0.66983,                0.22621,                0.90587,               0.006238,               0.006238,               0.006238
                     41,                0.73941,                0.32525,                0.94091,                0.99839,                0.99951,                 0.9945,                 0.8748,                0.66933,                0.22561,                0.90583,               0.006139,               0.006139,               0.006139
                     42,                0.73863,                0.32266,                0.93871,                0.99837,                0.99959,                0.99449,                0.87525,                0.66944,                0.22523,                0.90654,                0.00604,                0.00604,                0.00604
                     43,                0.73715,                0.32302,                0.93989,                0.99837,                0.99959,                0.99448,                0.87525,                0.66891,                0.22536,                0.90565,               0.005941,               0.005941,               0.005941
                     44,                0.73355,                0.32155,                0.93808,                0.99837,                0.99951,                0.99448,                0.87456,                0.66874,                0.22507,                 0.9055,               0.005842,               0.005842,               0.005842
                     45,                0.73518,                0.32042,                0.93934,                0.99837,                0.99951,                0.99447,                0.87496,                0.66845,                 0.2249,                0.90534,               0.005743,               0.005743,               0.005743
                     46,                0.73721,                  0.321,                0.94072,                0.99841,                0.99951,                0.99447,                0.87551,                0.66834,                0.22464,                0.90525,               0.005644,               0.005644,               0.005644
                     47,                 0.7359,                0.32044,                0.93978,                0.99853,                0.99963,                0.99446,                0.87546,                0.66791,                0.22495,                0.90503,               0.005545,               0.005545,               0.005545
                     48,                 0.7316,                0.31836,                0.93797,                0.99853,                0.99963,                0.99447,                0.87567,                0.66766,                0.22444,                0.90498,               0.005446,               0.005446,               0.005446
                     49,                 0.7315,                0.31799,                0.93937,                0.99853,                0.99964,                0.99446,                0.87596,                0.66745,                0.22445,                0.90494,               0.005347,               0.005347,               0.005347
                     50,                0.72628,                0.31451,                0.93388,                0.99853,                0.99964,                0.99446,                0.87539,                0.66725,                0.22438,                0.90484,               0.005248,               0.005248,               0.005248
                     51,                0.72559,                 0.3132,                0.93435,                0.99853,                0.99966,                0.99445,                0.87533,                0.66701,                0.22416,                 0.9047,               0.005149,               0.005149,               0.005149
                     52,                0.72592,                0.31286,                 0.9345,                0.99853,                0.99966,                0.99445,                0.87557,                0.66669,                0.22382,                0.90458,                0.00505,                0.00505,                0.00505
                     53,                0.72727,                0.31346,                 0.9342,                0.99853,                0.99967,                0.99445,                0.87539,                0.66668,                0.22361,                0.90452,               0.004951,               0.004951,               0.004951
                     54,                0.72255,                0.31385,                 0.9346,                0.99853,                0.99967,                0.99445,                0.87555,                0.66635,                0.22315,                0.90434,               0.004852,               0.004852,               0.004852
                     55,                0.72097,                0.31046,                0.93423,                0.99852,                0.99967,                0.99445,                0.87557,                0.66563,                0.22305,                0.90416,               0.004753,               0.004753,               0.004753
                     56,                0.72134,                 0.3105,                0.93479,                0.99852,                0.99967,                0.99446,                0.87606,                0.66536,                0.22265,                0.90416,               0.004654,               0.004654,               0.004654
                     57,                0.71912,                0.30932,                0.93426,                0.99851,                0.99967,                0.99445,                 0.8762,                 0.6652,                0.22241,                0.90409,               0.004555,               0.004555,               0.004555
                     58,                0.71406,                0.30615,                0.93258,                0.99851,                0.99967,                0.99444,                0.87649,                0.66497,                0.22239,                0.90403,               0.004456,               0.004456,               0.004456
                     59,                0.71693,                0.30742,                0.93494,                0.99851,                0.99967,                0.99444,                0.87683,                0.66475,                 0.2222,                0.90381,               0.004357,               0.004357,               0.004357
                     60,                0.71431,                0.30526,                 0.9335,                0.99851,                0.99967,                0.99446,                 0.8767,                0.66424,                0.22163,                0.90368,               0.004258,               0.004258,               0.004258
                     61,                0.71389,                0.30369,                0.93248,                0.99851,                0.99967,                0.99449,                0.87648,                0.66395,                0.22104,                0.90362,               0.004159,               0.004159,               0.004159
                     62,                0.71233,                0.30328,                0.93188,                0.99851,                0.99967,                0.99451,                0.87739,                0.66337,                0.22061,                0.90348,                0.00406,                0.00406,                0.00406
                     63,                 0.7143,                0.30295,                0.93143,                0.99851,                0.99967,                0.99452,                0.87706,                0.66326,                 0.2203,                0.90349,               0.003961,               0.003961,               0.003961
                     64,                 0.7115,                0.30223,                0.93212,                0.99851,                0.99967,                0.99453,                 0.8767,                0.66294,                0.22007,                0.90339,               0.003862,               0.003862,               0.003862
                     65,                0.71069,                0.30023,                 0.9305,                0.99851,                0.99967,                0.99453,                0.87737,                0.66297,                0.21992,                 0.9033,               0.003763,               0.003763,               0.003763
                     66,                 0.7089,                0.29979,                0.93277,                0.99851,                0.99967,                0.99454,                 0.8774,                 0.6625,                0.21956,                0.90316,               0.003664,               0.003664,               0.003664
                     67,                0.70834,                0.29934,                0.93198,                0.99851,                0.99967,                0.99454,                0.87739,                0.66181,                0.21931,                0.90296,               0.003565,               0.003565,               0.003565
                     68,                0.70472,                0.29709,                 0.9284,                0.99851,                0.99967,                0.99454,                0.87726,                0.66124,                0.21846,                0.90277,               0.003466,               0.003466,               0.003466
                     69,                0.70365,                0.29632,                0.93037,                0.99852,                0.99967,                0.99454,                0.87731,                0.66065,                0.21826,                0.90254,               0.003367,               0.003367,               0.003367
                     70,                0.70088,                0.29693,                0.92799,                0.99852,                0.99967,                0.99455,                 0.8774,                0.65979,                 0.2183,                0.90227,               0.003268,               0.003268,               0.003268
                     71,                0.70096,                0.29392,                 0.9279,                0.99852,                0.99967,                0.99455,                 0.8781,                0.65938,                0.21801,                0.90211,               0.003169,               0.003169,               0.003169
                     72,                0.70088,                0.29337,                0.92731,                0.99852,                0.99967,                0.99456,                0.87815,                0.65876,                0.21749,                0.90186,                0.00307,                0.00307,                0.00307
                     73,                0.69959,                0.29227,                0.92811,                0.99852,                0.99967,                0.99455,                0.87793,                0.65832,                0.21732,                0.90174,               0.002971,               0.002971,               0.002971
                     74,                0.69616,                 0.2914,                0.92648,                0.99852,                0.99967,                0.99456,                0.87823,                0.65767,                0.21699,                0.90152,               0.002872,               0.002872,               0.002872
                     75,                0.69236,                0.28814,                0.92429,                0.99852,                0.99967,                0.99456,                0.87858,                0.65715,                0.21691,                0.90132,               0.002773,               0.002773,               0.002773
                     76,                0.68983,                0.28584,                0.92551,                0.99852,                0.99967,                0.99457,                0.87858,                 0.6566,                0.21693,                0.90112,               0.002674,               0.002674,               0.002674
                     77,                0.68622,                0.28434,                0.92429,                0.99852,                0.99967,                0.99457,                0.87888,                 0.6559,                0.21668,                 0.9009,               0.002575,               0.002575,               0.002575
                     78,                0.68623,                 0.2829,                0.92219,                0.99852,                0.99967,                0.99458,                0.87892,                0.65549,                0.21631,                0.90075,               0.002476,               0.002476,               0.002476
                     79,                0.68977,                0.28558,                0.92574,                0.99852,                0.99967,                0.99458,                0.87945,                0.65501,                0.21603,                0.90063,               0.002377,               0.002377,               0.002377
                     80,                0.68522,                0.28338,                0.92286,                0.99851,                0.99967,                0.99459,                0.87952,                 0.6546,                0.21562,                0.90052,               0.002278,               0.002278,               0.002278
                     81,                0.68605,                0.28157,                0.92303,                0.99851,                0.99967,                0.99459,                0.87958,                0.65407,                0.21539,                0.90037,               0.002179,               0.002179,               0.002179
                     82,                0.68064,                0.27936,                0.92168,                0.99854,                0.99964,                 0.9946,                0.87925,                0.65352,                 0.2152,                0.90015,                0.00208,                0.00208,                0.00208
                     83,                0.67676,                0.27753,                0.92011,                0.99854,                0.99965,                0.99461,                 0.8803,                0.65299,                0.21496,                    0.9,               0.001981,               0.001981,               0.001981
                     84,                0.67963,                0.27802,                0.92042,                0.99854,                0.99965,                0.99461,                0.88042,                0.65221,                0.21464,                0.89979,               0.001882,               0.001882,               0.001882
                     85,                0.67544,                0.27622,                0.92128,                0.99853,                0.99965,                0.99462,                0.88042,                0.65175,                0.21421,                0.89966,               0.001783,               0.001783,               0.001783
                     86,                0.67641,                0.27478,                0.92016,                0.99853,                0.99964,                0.99462,                0.88062,                0.65125,                0.21408,                0.89948,               0.001684,               0.001684,               0.001684
                     87,                 0.6719,                0.27325,                0.91949,                0.99853,                0.99957,                0.99463,                 0.8814,                0.65063,                0.21399,                0.89936,               0.001585,               0.001585,               0.001585
                     88,                0.67623,                0.27272,                0.92129,                 0.9987,                0.99965,                0.99464,                0.88228,                   0.65,                0.21369,                0.89919,               0.001486,               0.001486,               0.001486
                     89,                0.67079,                0.26981,                0.91941,                0.99869,                0.99966,                0.99464,                0.88257,                 0.6495,                0.21329,                0.89904,               0.001387,               0.001387,               0.001387
                     90,                0.66639,                0.26835,                 0.9174,                0.99869,                0.99967,                0.99464,                0.88218,                0.64916,                0.21297,                 0.8989,               0.001288,               0.001288,               0.001288
                     91,                0.63566,                 0.2348,                0.90729,                0.99866,                0.99967,                0.99464,                0.88255,                0.64867,                0.21298,                0.89874,               0.001189,               0.001189,               0.001189
                     92,                0.63218,                0.23402,                0.90459,                0.99864,                0.99967,                0.99465,                0.88253,                0.64807,                0.21263,                0.89855,                0.00109,                0.00109,                0.00109
                     93,                 0.6301,                0.23166,                0.90531,                0.99863,                0.99967,                0.99465,                0.88298,                0.64756,                0.21225,                0.89842,               0.000991,               0.000991,               0.000991
                     94,                0.62553,                0.22914,                0.90426,                0.99862,                0.99967,                0.99465,                0.88363,                0.64695,                0.21183,                0.89819,               0.000892,               0.000892,               0.000892
                     95,                0.62408,                0.22742,                 0.9031,                0.99862,                0.99967,                0.99465,                  0.884,                0.64656,                0.21189,                0.89799,               0.000793,               0.000793,               0.000793
                     96,                0.62247,                0.22618,                0.90166,                0.99862,                0.99967,                0.99465,                0.88377,                0.64609,                 0.2117,                0.89786,               0.000694,               0.000694,               0.000694
                     97,                0.61974,                0.22356,                0.90174,                0.99863,                0.99967,                0.99465,                0.88382,                0.64558,                0.21174,                0.89767,               0.000595,               0.000595,               0.000595
                     98,                0.61555,                0.22103,                 0.8986,                0.99863,                0.99967,                0.99464,                0.88363,                0.64499,                0.21139,                 0.8975,               0.000496,               0.000496,               0.000496
                     99,                0.61387,                0.21887,                 0.8992,                0.99864,                0.99967,                0.99464,                0.88451,                0.64437,                0.21079,                 0.8973,               0.000397,               0.000397,               0.000397
                    100,                0.61186,                0.21651,                0.89904,                0.99887,                0.99949,                0.99465,                0.88419,                0.64397,                0.21089,                0.89716,               0.000298,               0.000298,               0.000298
