                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                   0.56,                0.28619,                0.89135,                0.99835,                0.99883,                0.99429,                0.92358,                0.42608,                0.17513,                0.84668,               0.008053,               0.008053,               0.008053
                     62,                0.56306,                 0.2873,                0.89188,                0.99835,                0.99883,                0.99431,                0.92404,                0.42581,                0.17483,                0.84647,                0.00802,                0.00802,                0.00802
                     63,                0.56029,                 0.2859,                0.89049,                0.99836,                0.99883,                 0.9943,                0.92408,                0.42544,                0.17466,                0.84631,               0.007987,               0.007987,               0.007987
                     64,                0.55978,                 0.2855,                0.89048,                0.99832,                0.99883,                0.99429,                0.92389,                0.42521,                0.17469,                0.84621,               0.007954,               0.007954,               0.007954
                     65,                0.55919,                0.28563,                0.89087,                0.99832,                0.99883,                 0.9943,                0.92422,                0.42496,                0.17455,                0.84609,               0.007921,               0.007921,               0.007921
                     66,                0.55924,                0.28524,                0.89137,                0.99829,                0.99883,                0.99431,                0.92425,                0.42458,                0.17438,                0.84596,               0.007888,               0.007888,               0.007888
                     67,                0.56326,                0.28815,                0.89342,                0.99834,                0.99883,                0.99431,                0.92468,                0.42443,                0.17421,                0.84596,               0.007855,               0.007855,               0.007855
                     68,                0.55866,                0.28474,                0.89103,                0.99836,                0.99883,                0.99431,                0.92427,                 0.4243,                0.17402,                0.84587,               0.007822,               0.007822,               0.007822
                     69,                0.56065,                0.28637,                0.89235,                0.99836,                0.99883,                 0.9943,                0.92445,                0.42408,                0.17431,                0.84575,               0.007789,               0.007789,               0.007789
                     70,                0.55365,                0.28307,                0.88917,                 0.9985,                0.99883,                 0.9943,                0.92433,                0.42387,                0.17391,                0.84557,               0.007756,               0.007756,               0.007756
                     71,                0.55561,                0.28388,                0.88855,                0.99855,                0.99883,                0.99431,                 0.9242,                0.42379,                0.17412,                0.84561,               0.007723,               0.007723,               0.007723
                     72,                0.55541,                0.28239,                0.88917,                0.99855,                0.99883,                 0.9943,                 0.9242,                0.42371,                0.17389,                0.84555,                0.00769,                0.00769,                0.00769
                     73,                0.55836,                0.28439,                0.89144,                0.99855,                0.99883,                0.99429,                0.92481,                0.42345,                0.17409,                0.84544,               0.007657,               0.007657,               0.007657
                     74,                0.55441,                0.28239,                0.88896,                0.99855,                0.99883,                 0.9943,                0.92484,                0.42338,                0.17394,                0.84542,               0.007624,               0.007624,               0.007624
                     75,                0.55333,                0.28342,                0.88943,                0.99858,                0.99883,                 0.9943,                0.92458,                0.42313,                0.17359,                 0.8453,               0.007591,               0.007591,               0.007591
                     76,                0.55147,                0.28119,                0.88771,                0.99859,                0.99883,                 0.9943,                0.92484,                0.42289,                0.17331,                0.84532,               0.007558,               0.007558,               0.007558
                     77,                0.55397,                0.28147,                0.88954,                0.99862,                0.99883,                0.99429,                0.92518,                0.42284,                 0.1732,                0.84526,               0.007525,               0.007525,               0.007525
                     78,                0.55461,                0.28095,                0.88903,                0.99862,                0.99881,                0.99429,                0.92484,                0.42262,                0.17323,                0.84521,               0.007492,               0.007492,               0.007492
                     79,                0.55464,                0.28031,                0.88836,                0.99862,                0.99881,                0.99429,                 0.9254,                0.42239,                0.17278,                0.84513,               0.007459,               0.007459,               0.007459
                     80,                0.55517,                0.28041,                0.88998,                0.99862,                0.99882,                0.99429,                0.92554,                0.42202,                0.17258,                0.84499,               0.007426,               0.007426,               0.007426
                     81,                 0.5529,                0.27996,                0.88955,                0.99862,                0.99883,                0.99428,                0.92571,                 0.4218,                0.17219,                0.84498,               0.007393,               0.007393,               0.007393
                     82,                0.55203,                0.28168,                0.88732,                0.99861,                0.99883,                0.99429,                0.92488,                0.42175,                0.17198,                0.84496,                0.00736,                0.00736,                0.00736
                     83,                0.55277,                0.27952,                0.88833,                0.99859,                0.99883,                0.99429,                0.92508,                0.42156,                0.17216,                0.84489,               0.007327,               0.007327,               0.007327
                     84,                0.55256,                0.27961,                0.88895,                0.99858,                0.99883,                0.99429,                0.92494,                0.42139,                0.17161,                0.84482,               0.007294,               0.007294,               0.007294
                     85,                0.55294,                0.28065,                0.89048,                0.99857,                0.99883,                0.99428,                 0.9253,                0.42122,                0.17126,                0.84468,               0.007261,               0.007261,               0.007261
                     86,                0.55076,                 0.2787,                0.88807,                0.99857,                0.99883,                0.99428,                0.92502,                0.42092,                0.17121,                0.84453,               0.007228,               0.007228,               0.007228
                     87,                0.54691,                0.27651,                0.88625,                0.99858,                0.99883,                0.99428,                0.92498,                0.42085,                0.17081,                0.84441,               0.007195,               0.007195,               0.007195
                     88,                0.55196,                0.27792,                0.88854,                0.99858,                0.99883,                0.99428,                0.92529,                0.42048,                0.17035,                 0.8443,               0.007162,               0.007162,               0.007162
                     89,                0.54933,                0.27826,                0.88771,                0.99857,                0.99883,                0.99428,                 0.9256,                0.42031,                0.17038,                0.84423,               0.007129,               0.007129,               0.007129
                     90,                0.55114,                0.27695,                0.88913,                 0.9986,                0.99883,                0.99428,                0.92576,                0.41991,                0.17023,                0.84406,               0.007096,               0.007096,               0.007096
                     91,                 0.5491,                0.27796,                0.88829,                 0.9986,                0.99883,                0.99428,                0.92558,                0.41973,                 0.1698,                0.84393,               0.007063,               0.007063,               0.007063
                     92,                0.54714,                0.27698,                0.88606,                0.99859,                0.99883,                0.99428,                0.92594,                0.41961,                0.16925,                0.84389,                0.00703,                0.00703,                0.00703
                     93,                0.54597,                0.27506,                0.88617,                0.99858,                0.99883,                0.99428,                0.92625,                0.41952,                0.16948,                0.84387,               0.006997,               0.006997,               0.006997
                     94,                0.54827,                0.27636,                0.88595,                0.99857,                0.99883,                0.99428,                0.92628,                0.41926,                0.16952,                0.84372,               0.006964,               0.006964,               0.006964
                     95,                0.54724,                0.27822,                0.88775,                0.99857,                0.99883,                0.99428,                0.92632,                0.41916,                0.16917,                0.84368,               0.006931,               0.006931,               0.006931
                     96,                 0.5469,                0.27602,                0.88675,                0.99856,                0.99883,                0.99429,                0.92604,                0.41902,                0.16906,                0.84367,               0.006898,               0.006898,               0.006898
                     97,                0.54505,                  0.275,                0.88491,                0.99856,                0.99883,                0.99429,                0.92584,                0.41892,                0.16918,                0.84351,               0.006865,               0.006865,               0.006865
                     98,                0.54657,                0.27556,                0.88638,                0.99856,                0.99883,                0.99429,                0.92636,                0.41873,                0.16901,                 0.8434,               0.006832,               0.006832,               0.006832
                     99,                0.54644,                0.27413,                0.88401,                0.99856,                0.99883,                0.99429,                0.92639,                0.41859,                0.16901,                0.84332,               0.006799,               0.006799,               0.006799
                    100,                 0.5454,                0.27477,                0.88482,                0.99856,                0.99883,                0.99429,                0.92665,                0.41835,                 0.1691,                 0.8432,               0.006766,               0.006766,               0.006766
                    101,                0.54791,                0.27602,                0.88649,                0.99856,                0.99883,                0.99429,                0.92676,                0.41838,                0.16887,                0.84323,               0.006733,               0.006733,               0.006733
                    102,                0.54301,                0.27377,                0.88518,                0.99857,                0.99883,                 0.9943,                0.92657,                0.41813,                 0.1687,                0.84312,                 0.0067,                 0.0067,                 0.0067
                    103,                0.54514,                0.27414,                0.88683,                0.99857,                0.99883,                0.99431,                0.92661,                0.41784,                0.16846,                0.84302,               0.006667,               0.006667,               0.006667
                    104,                0.54406,                0.27326,                0.88468,                0.99859,                0.99894,                 0.9943,                0.92655,                 0.4178,                0.16829,                0.84294,               0.006634,               0.006634,               0.006634
                    105,                0.54353,                0.27321,                0.88471,                 0.9986,                0.99894,                 0.9943,                0.92729,                0.41773,                0.16784,                0.84294,               0.006601,               0.006601,               0.006601
                    106,                0.54498,                 0.2742,                0.88635,                 0.9986,                0.99895,                 0.9943,                0.92693,                0.41759,                0.16781,                0.84285,               0.006568,               0.006568,               0.006568
                    107,                 0.5433,                0.27375,                0.88681,                0.99861,                0.99895,                0.99431,                0.92698,                0.41737,                0.16755,                0.84281,               0.006535,               0.006535,               0.006535
                    108,                0.54197,                0.27264,                0.88425,                0.99862,                0.99894,                0.99431,                0.92718,                0.41722,                0.16743,                0.84275,               0.006502,               0.006502,               0.006502
                    109,                0.54555,                0.27309,                0.88736,                0.99862,                0.99892,                0.99431,                0.92756,                0.41698,                0.16724,                0.84268,               0.006469,               0.006469,               0.006469
                    110,                0.54243,                0.27258,                0.88532,                0.99862,                0.99894,                0.99431,                0.92713,                0.41699,                 0.1677,                0.84261,               0.006436,               0.006436,               0.006436
                    111,                0.54459,                0.27375,                0.88628,                0.99862,                0.99896,                0.99432,                0.92735,                0.41683,                0.16745,                0.84251,               0.006403,               0.006403,               0.006403
                    112,                 0.5409,                 0.2717,                0.88419,                0.99861,                  0.999,                0.99431,                0.92709,                0.41672,                0.16744,                0.84248,                0.00637,                0.00637,                0.00637
                    113,                0.54139,                0.26987,                0.88479,                0.99846,                  0.999,                0.99431,                0.92706,                0.41663,                0.16748,                0.84246,               0.006337,               0.006337,               0.006337
                    114,                0.53992,                  0.271,                 0.8835,                0.99846,                  0.999,                0.99432,                0.92706,                0.41665,                 0.1673,                0.84244,               0.006304,               0.006304,               0.006304
                    115,                0.53938,                0.27218,                0.88467,                0.99845,                  0.999,                0.99432,                0.92694,                0.41642,                0.16718,                 0.8424,               0.006271,               0.006271,               0.006271
