                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.85694,                 0.3413,                0.97396,                0.99866,                0.99735,                0.99454,                0.84153,                0.80364,                0.24995,                0.94301,               0.008086,               0.008086,               0.008086
                     61,                0.85886,                0.34166,                0.97775,                0.99863,                0.99734,                0.99454,                0.84147,                0.80356,                0.25037,                0.94312,               0.008053,               0.008053,               0.008053
                     62,                 0.8575,                0.34157,                0.97281,                0.99873,                0.99737,                0.99455,                0.84068,                0.80347,                0.25035,                0.94332,                0.00802,                0.00802,                0.00802
                     63,                0.85916,                0.33935,                0.97222,                0.99873,                 0.9974,                0.99454,                0.84082,                0.80338,                0.25031,                0.94325,               0.007987,               0.007987,               0.007987
                     64,                0.85688,                 0.3388,                0.98008,                0.99863,                0.99741,                0.99454,                0.84189,                0.80323,                0.24994,                 0.9435,               0.007954,               0.007954,               0.007954
                     65,                0.85714,                0.34101,                0.97762,                0.99867,                0.99761,                0.99453,                 0.8417,                0.80319,                0.24968,                0.94375,               0.007921,               0.007921,               0.007921
                     66,                0.85445,                0.33982,                0.97326,                0.99864,                0.99764,                0.99453,                0.84164,                0.80301,                0.24973,                0.94387,               0.007888,               0.007888,               0.007888
                     67,                0.85985,                0.34055,                0.97793,                0.99863,                0.99766,                0.99453,                0.84128,                0.80295,                0.24967,                0.94395,               0.007855,               0.007855,               0.007855
                     68,                0.85915,                0.33782,                0.97263,                0.99861,                0.99769,                0.99453,                0.84105,                0.80314,                0.24964,                0.94409,               0.007822,               0.007822,               0.007822
                     69,                 0.8574,                0.33922,                0.96883,                0.99862,                0.99769,                0.99453,                0.84199,                0.80324,                 0.2494,                0.94392,               0.007789,               0.007789,               0.007789
                     70,                0.85704,                0.33897,                0.97331,                0.99883,                0.99769,                0.99453,                0.84122,                0.80299,                0.24986,                 0.9439,               0.007756,               0.007756,               0.007756
                     71,                0.85721,                0.33811,                0.97512,                0.99891,                 0.9977,                0.99452,                0.84147,                0.80302,                0.24975,                0.94402,               0.007723,               0.007723,               0.007723
                     72,                0.85726,                0.33791,                0.97187,                0.99891,                0.99771,                0.99452,                0.84216,                0.80308,                0.24993,                0.94408,                0.00769,                0.00769,                0.00769
                     73,                0.85301,                 0.3399,                0.97589,                 0.9989,                0.99774,                0.99452,                 0.8415,                0.80302,                0.25012,                0.94414,               0.007657,               0.007657,               0.007657
                     74,                0.85313,                0.33659,                0.97462,                0.99891,                 0.9977,                0.99453,                 0.8414,                0.80299,                0.24982,                0.94416,               0.007624,               0.007624,               0.007624
                     75,                0.85238,                0.33683,                0.97416,                0.99892,                0.99766,                0.99452,                0.84162,                0.80305,                0.24993,                0.94421,               0.007591,               0.007591,               0.007591
                     76,                0.85307,                0.33519,                0.96558,                0.99892,                0.99766,                0.99453,                0.84183,                0.80278,                0.24944,                  0.944,               0.007558,               0.007558,               0.007558
                     77,                0.85498,                0.33447,                0.96791,                0.99891,                0.99769,                0.99453,                0.84149,                 0.8026,                0.24936,                0.94371,               0.007525,               0.007525,               0.007525
                     78,                0.85206,                0.33391,                0.96846,                0.99891,                 0.9977,                0.99453,                0.84157,                0.80241,                0.24914,                0.94345,               0.007492,               0.007492,               0.007492
                     79,                0.85352,                0.33603,                0.97148,                0.99893,                0.99767,                0.99453,                0.84139,                0.80266,                0.24877,                0.94337,               0.007459,               0.007459,               0.007459
                     80,                0.85445,                0.33593,                0.96868,                0.99892,                0.99767,                0.99453,                0.84166,                0.80263,                0.24861,                0.94303,               0.007426,               0.007426,               0.007426
                     81,                0.85299,                0.33558,                0.96873,                0.99889,                0.99768,                0.99453,                0.84147,                0.80235,                0.24892,                0.94272,               0.007393,               0.007393,               0.007393
                     82,                0.85076,                0.33511,                0.96152,                0.99886,                0.99768,                0.99453,                0.84132,                0.80235,                0.24859,                0.94236,                0.00736,                0.00736,                0.00736
                     83,                0.85098,                0.33313,                 0.9686,                0.99882,                0.99768,                0.99453,                0.84153,                0.80253,                0.24853,                0.94233,               0.007327,               0.007327,               0.007327
                     84,                0.84966,                0.33349,                0.97364,                0.99879,                0.99768,                0.99453,                0.84135,                0.80251,                0.24854,                0.94239,               0.007294,               0.007294,               0.007294
                     85,                0.85089,                0.33359,                0.96268,                0.99877,                0.99767,                0.99453,                0.84156,                0.80237,                0.24844,                0.94241,               0.007261,               0.007261,               0.007261
                     86,                0.85301,                0.33348,                 0.9646,                0.99872,                0.99767,                0.99453,                0.84132,                0.80223,                0.24818,                0.94223,               0.007228,               0.007228,               0.007228
                     87,                0.85268,                0.33624,                0.97461,                0.99872,                0.99767,                0.99453,                0.84052,                0.80187,                0.24807,                0.94222,               0.007195,               0.007195,               0.007195
                     88,                 0.8506,                0.33392,                 0.9723,                0.99872,                0.99767,                0.99452,                0.84097,                0.80161,                0.24796,                0.94233,               0.007162,               0.007162,               0.007162
                     89,                0.84853,                0.33414,                0.97092,                0.99872,                0.99767,                0.99453,                0.84144,                0.80161,                0.24773,                0.94243,               0.007129,               0.007129,               0.007129
                     90,                0.85058,                0.33141,                0.96691,                0.99874,                0.99767,                0.99452,                0.84107,                0.80123,                0.24773,                0.94223,               0.007096,               0.007096,               0.007096
                     91,                0.84824,                0.33007,                0.95859,                0.99873,                0.99768,                0.99453,                0.84117,                0.80097,                0.24767,                0.94201,               0.007063,               0.007063,               0.007063
                     92,                0.85056,                0.33044,                0.96569,                0.99871,                0.99767,                0.99452,                0.84136,                0.80087,                0.24756,                 0.9419,                0.00703,                0.00703,                0.00703
                     93,                0.84964,                0.33268,                0.96799,                0.99871,                0.99766,                0.99452,                 0.8414,                0.80055,                0.24712,                0.94173,               0.006997,               0.006997,               0.006997
                     94,                0.85224,                0.33184,                0.97197,                0.99869,                0.99762,                0.99453,                0.84128,                0.80076,                0.24736,                0.94185,               0.006964,               0.006964,               0.006964
                     95,                0.84944,                0.33214,                0.97105,                0.99869,                0.99762,                0.99452,                0.84126,                0.80088,                0.24733,                0.94198,               0.006931,               0.006931,               0.006931
                     96,                0.84878,                0.32947,                0.97063,                0.99866,                0.99765,                0.99452,                0.84147,                 0.8007,                0.24682,                0.94203,               0.006898,               0.006898,               0.006898
                     97,                0.84783,                0.33008,                 0.9649,                0.99867,                0.99765,                0.99452,                0.84147,                0.80038,                0.24682,                0.94193,               0.006865,               0.006865,               0.006865
                     98,                0.84834,                 0.3296,                0.95745,                0.99865,                0.99762,                0.99452,                0.84162,                 0.8004,                0.24683,                0.94155,               0.006832,               0.006832,               0.006832
                     99,                0.84557,                0.33003,                0.96199,                0.99864,                0.99758,                0.99452,                0.84191,                    0.8,                0.24678,                0.94134,               0.006799,               0.006799,               0.006799
                    100,                0.84653,                0.33124,                0.96711,                0.99862,                0.99759,                0.99452,                0.84156,                0.79993,                0.24644,                0.94139,               0.006766,               0.006766,               0.006766
                    101,                0.85005,                 0.3306,                0.96516,                 0.9986,                0.99759,                0.99452,                0.84161,                0.79994,                0.24617,                0.94117,               0.006733,               0.006733,               0.006733
                    102,                0.84963,                0.33142,                0.96715,                 0.9986,                 0.9976,                0.99452,                0.84223,                0.79976,                0.24609,                0.94124,                 0.0067,                 0.0067,                 0.0067
                    103,                0.84835,                0.33059,                0.96901,                0.99857,                0.99759,                0.99452,                0.84186,                0.79995,                0.24582,                0.94135,               0.006667,               0.006667,               0.006667
                    104,                0.84626,                0.33181,                0.97461,                0.99863,                0.99755,                0.99452,                0.84199,                0.79989,                0.24573,                0.94144,               0.006634,               0.006634,               0.006634
                    105,                 0.8457,                0.32971,                0.97064,                0.99849,                0.99754,                0.99452,                0.84174,                0.79987,                0.24581,                0.94151,               0.006601,               0.006601,               0.006601
                    106,                0.84529,                 0.3284,                0.96872,                0.99825,                0.99755,                0.99452,                 0.8424,                0.79968,                0.24561,                0.94144,               0.006568,               0.006568,               0.006568
                    107,                0.84831,                0.33081,                0.96879,                0.99813,                0.99754,                0.99452,                0.84168,                0.79984,                0.24622,                0.94137,               0.006535,               0.006535,               0.006535
                    108,                 0.8461,                0.32919,                0.96279,                0.99808,                0.99752,                0.99452,                0.84152,                0.79995,                0.24625,                0.94132,               0.006502,               0.006502,               0.006502
                    109,                0.84632,                0.32909,                0.97175,                0.99777,                0.99755,                0.99452,                0.84129,                0.80002,                0.24693,                 0.9415,               0.006469,               0.006469,               0.006469
                    110,                0.84474,                0.33108,                0.97226,                0.99808,                0.99752,                0.99452,                 0.8409,                0.79987,                0.24675,                0.94163,               0.006436,               0.006436,               0.006436
                    111,                0.84548,                0.33148,                0.97411,                0.99796,                 0.9975,                0.99452,                0.84124,                0.79992,                0.24687,                0.94177,               0.006403,               0.006403,               0.006403
                    112,                0.84323,                0.32817,                0.97286,                0.99753,                0.99754,                0.99453,                0.84132,                 0.7999,                0.24695,                0.94197,                0.00637,                0.00637,                0.00637
                    113,                0.84089,                0.32853,                0.97592,                0.99732,                 0.9975,                0.99452,                0.84194,                0.80005,                0.24729,                0.94222,               0.006337,               0.006337,               0.006337
                    114,                0.84458,                 0.3279,                0.97602,                0.99732,                0.99728,                0.99452,                 0.8414,                0.79969,                0.24725,                0.94254,               0.006304,               0.006304,               0.006304
                    115,                0.84381,                0.32861,                0.96937,                 0.9975,                0.99691,                0.99453,                  0.842,                0.79966,                0.24752,                0.94264,               0.006271,               0.006271,               0.006271
                    116,                0.84332,                0.32673,                0.96903,                0.99764,                0.99685,                0.99452,                0.84153,                0.79929,                0.24708,                0.94261,               0.006238,               0.006238,               0.006238
                    117,                0.84182,                0.32802,                0.96384,                 0.9975,                0.99705,                0.99452,                0.84142,                0.79918,                0.24716,                 0.9426,               0.006205,               0.006205,               0.006205
                    118,                0.84137,                0.32517,                0.96324,                0.99752,                0.99699,                0.99451,                0.84166,                0.79907,                0.24663,                 0.9425,               0.006172,               0.006172,               0.006172
                    119,                0.84281,                0.32507,                0.96655,                0.99747,                0.99692,                0.99451,                0.84182,                0.79922,                0.24688,                0.94252,               0.006139,               0.006139,               0.006139
                    120,                0.84494,                0.32663,                0.97577,                0.99756,                0.99698,                 0.9945,                0.84144,                0.79942,                0.24688,                0.94286,               0.006106,               0.006106,               0.006106
                    121,                0.84174,                0.32792,                0.97547,                0.99739,                 0.9975,                0.99449,                0.84132,                0.79951,                0.24669,                0.94305,               0.006073,               0.006073,               0.006073
                    122,                0.84585,                0.32716,                 0.9802,                0.99751,                0.99749,                 0.9945,                 0.8414,                0.79914,                0.24631,                0.94326,                0.00604,                0.00604,                0.00604
                    123,                0.84151,                 0.3273,                 0.9787,                0.99747,                 0.9974,                 0.9945,                0.84164,                0.79927,                0.24562,                0.94358,               0.006007,               0.006007,               0.006007
                    124,                0.84197,                0.32516,                0.97029,                0.99757,                0.99738,                0.99449,                0.84177,                0.79938,                0.24535,                0.94362,               0.005974,               0.005974,               0.005974
                    125,                 0.8414,                0.32467,                0.96852,                0.99754,                0.99739,                0.99449,                0.84188,                 0.7992,                0.24543,                0.94333,               0.005941,               0.005941,               0.005941
                    126,                0.84241,                0.32438,                0.97076,                0.99753,                0.99736,                0.99449,                0.84148,                0.79951,                0.24514,                0.94329,               0.005908,               0.005908,               0.005908
                    127,                0.84386,                0.32733,                0.96505,                0.99755,                0.99751,                0.99449,                0.84186,                 0.7998,                0.24472,                0.94314,               0.005875,               0.005875,               0.005875
                    128,                0.84313,                 0.3249,                0.96688,                0.99771,                0.99748,                 0.9945,                0.84177,                0.79991,                0.24484,                0.94308,               0.005842,               0.005842,               0.005842
                    129,                0.84226,                0.32688,                0.96846,                0.99773,                0.99742,                0.99449,                0.84149,                0.80003,                0.24499,                0.94301,               0.005809,               0.005809,               0.005809
                    130,                0.84095,                0.32558,                0.96916,                0.99775,                0.99746,                0.99448,                0.84165,                0.79994,                 0.2447,                  0.943,               0.005776,               0.005776,               0.005776
                    131,                0.84036,                0.32638,                0.97838,                0.99776,                0.99747,                0.99448,                0.84157,                0.80007,                0.24455,                0.94321,               0.005743,               0.005743,               0.005743
                    132,                 0.8396,                0.32466,                0.97278,                0.99775,                0.99751,                0.99449,                0.84134,                0.79997,                0.24451,                0.94348,                0.00571,                0.00571,                0.00571
                    133,                0.83759,                0.32491,                0.97448,                0.99779,                0.99751,                0.99449,                0.84138,                0.79955,                0.24447,                0.94373,               0.005677,               0.005677,               0.005677
                    134,                0.83984,                0.32702,                0.98229,                0.99773,                0.99752,                0.99449,                0.84182,                0.79941,                0.24455,                0.94421,               0.005644,               0.005644,               0.005644
                    135,                0.84006,                0.32473,                0.97344,                0.99769,                0.99754,                0.99449,                0.84181,                0.79913,                0.24451,                 0.9442,               0.005611,               0.005611,               0.005611
                    136,                0.84127,                 0.3255,                 0.9663,                0.99754,                0.99729,                0.99449,                0.84169,                 0.7988,                0.24454,                 0.9439,               0.005578,               0.005578,               0.005578
                    137,                0.84157,                0.32461,                0.96152,                0.99721,                0.99746,                 0.9945,                0.84169,                0.79884,                0.24456,                 0.9438,               0.005545,               0.005545,               0.005545
                    138,                0.83581,                0.32112,                0.96392,                0.99726,                0.99728,                0.99448,                0.84189,                0.79877,                0.24454,                 0.9437,               0.005512,               0.005512,               0.005512
                    139,                0.84346,                0.32416,                0.96625,                0.99702,                 0.9973,                0.99449,                0.84244,                0.79868,                0.24457,                0.94349,               0.005479,               0.005479,               0.005479
                    140,                0.83839,                0.32353,                0.97207,                0.99727,                0.99677,                0.99448,                0.84241,                0.79849,                0.24431,                0.94345,               0.005446,               0.005446,               0.005446
                    141,                0.83456,                0.32015,                0.96889,                 0.9973,                0.99683,                0.99448,                0.84228,                0.79812,                 0.2445,                0.94351,               0.005413,               0.005413,               0.005413
                    142,                0.83891,                0.32241,                0.96704,                0.99739,                0.99686,                0.99449,                0.84208,                0.79792,                0.24446,                0.94335,                0.00538,                0.00538,                0.00538
                    143,                0.84136,                0.32122,                0.96244,                0.99749,                0.99686,                0.99448,                0.84214,                0.79765,                 0.2444,                0.94318,               0.005347,               0.005347,               0.005347
                    144,                 0.8383,                0.32118,                0.97208,                 0.9976,                0.99689,                0.99448,                0.84212,                 0.7975,                0.24435,                0.94316,               0.005314,               0.005314,               0.005314
                    145,                0.84249,                0.32172,                0.97982,                0.99792,                0.99692,                0.99448,                0.84227,                0.79763,                0.24452,                0.94366,               0.005281,               0.005281,               0.005281
                    146,                0.83814,                0.32037,                0.97393,                0.99787,                0.99692,                0.99447,                 0.8427,                 0.7977,                0.24474,                0.94377,               0.005248,               0.005248,               0.005248
                    147,                0.83735,                0.32062,                0.97468,                0.99817,                0.99679,                0.99446,                0.84224,                0.79776,                0.24466,                0.94401,               0.005215,               0.005215,               0.005215
                    148,                 0.8382,                0.32169,                0.96849,                0.99817,                0.99678,                0.99446,                0.84209,                0.79777,                0.24435,                0.94398,               0.005182,               0.005182,               0.005182
                    149,                0.83985,                 0.3208,                0.96617,                0.99805,                 0.9967,                0.99447,                0.84189,                0.79776,                0.24422,                0.94389,               0.005149,               0.005149,               0.005149
                    150,                0.83874,                0.32094,                0.96371,                0.99787,                0.99668,                0.99447,                0.84198,                0.79779,                0.24437,                0.94359,               0.005116,               0.005116,               0.005116
                    151,                0.84096,                0.32145,                0.96996,                0.99803,                0.99669,                0.99448,                0.84224,                0.79761,                0.24421,                0.94356,               0.005083,               0.005083,               0.005083
                    152,                0.83759,                0.32182,                0.96924,                  0.998,                0.99682,                0.99448,                0.84157,                0.79734,                0.24422,                0.94342,                0.00505,                0.00505,                0.00505
                    153,                0.83584,                 0.3211,                0.97234,                0.99816,                0.99685,                0.99448,                0.84129,                0.79762,                0.24432,                0.94349,               0.005017,               0.005017,               0.005017
                    154,                0.83893,                0.32236,                0.97316,                0.99813,                0.99682,                0.99449,                0.84136,                0.79763,                0.24418,                 0.9435,               0.004984,               0.004984,               0.004984
                    155,                0.83654,                0.32051,                0.97104,                0.99816,                0.99679,                0.99449,                0.84204,                0.79766,                0.24376,                0.94344,               0.004951,               0.004951,               0.004951
                    156,                0.83478,                0.32045,                0.96825,                0.99817,                0.99685,                0.99448,                0.84185,                0.79763,                0.24344,                0.94339,               0.004918,               0.004918,               0.004918
                    157,                0.83308,                0.31906,                0.96685,                0.99817,                0.99687,                0.99449,                0.84191,                0.79769,                0.24321,                0.94361,               0.004885,               0.004885,               0.004885
                    158,                0.83276,                0.31666,                0.96894,                0.99837,                0.99688,                 0.9945,                 0.8417,                 0.7979,                0.24334,                0.94373,               0.004852,               0.004852,               0.004852
                    159,                0.83351,                0.31899,                0.96979,                0.99836,                0.99692,                0.99451,                0.84223,                0.79777,                0.24321,                0.94366,               0.004819,               0.004819,               0.004819
                    160,                0.83464,                0.31867,                  0.977,                0.99835,                0.99694,                0.99451,                0.84223,                0.79776,                0.24283,                0.94367,               0.004786,               0.004786,               0.004786
                    161,                0.83286,                0.31714,                0.97158,                0.99817,                0.99696,                 0.9945,                 0.8422,                0.79774,                0.24308,                0.94382,               0.004753,               0.004753,               0.004753
                    162,                0.83443,                0.31781,                0.96651,                0.99833,                0.99697,                0.99451,                0.84225,                0.79775,                0.24286,                0.94376,                0.00472,                0.00472,                0.00472
                    163,                0.83313,                0.31769,                0.96218,                0.99844,                0.99713,                0.99451,                0.84294,                 0.7977,                0.24314,                0.94345,               0.004687,               0.004687,               0.004687
                    164,                0.83416,                0.31662,                0.95824,                0.99845,                0.99712,                0.99451,                0.84185,                0.79784,                0.24296,                0.94294,               0.004654,               0.004654,               0.004654
                    165,                 0.8323,                0.31658,                0.96944,                0.99845,                0.99715,                0.99451,                0.84213,                0.79749,                0.24305,                0.94281,               0.004621,               0.004621,               0.004621
