                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    129,                0.51355,                0.25068,                0.87449,                0.99874,                0.99916,                0.99442,                0.92766,                0.41304,                0.16302,                0.84033,              0.0037135,              0.0037135,              0.0037135
                    130,                 0.5151,                0.25113,                  0.876,                0.99874,                0.99916,                0.99442,                0.92797,                0.41298,                0.16287,                0.84023,               0.003664,               0.003664,               0.003664
                    131,                0.51158,                0.25008,                0.87338,                0.99875,                0.99916,                0.99442,                0.92751,                0.41271,                0.16273,                0.84018,              0.0036145,              0.0036145,              0.0036145
                    132,                0.51482,                0.24905,                0.87669,                0.99876,                0.99916,                0.99443,                0.92761,                0.41249,                0.16269,                0.84006,               0.003565,               0.003565,               0.003565
                    133,                0.50866,                0.24804,                0.87381,                0.99874,                0.99916,                0.99442,                0.92801,                0.41242,                0.16267,                0.83995,              0.0035155,              0.0035155,              0.0035155
                    134,                0.50837,                0.24856,                0.87356,                0.99874,                0.99916,                0.99442,                0.92848,                0.41214,                 0.1623,                0.83982,               0.003466,               0.003466,               0.003466
                    135,                0.51058,                0.24882,                0.87309,                0.99873,                0.99916,                0.99442,                0.92838,                 0.4121,                0.16235,                0.83975,              0.0034165,              0.0034165,              0.0034165
                    136,                0.50802,                0.24705,                0.87341,                0.99874,                0.99916,                0.99442,                0.92878,                0.41199,                0.16237,                0.83963,               0.003367,               0.003367,               0.003367
                    137,                0.51065,                0.24764,                0.87286,                0.99874,                0.99916,                0.99442,                0.92911,                0.41181,                 0.1623,                 0.8396,              0.0033175,              0.0033175,              0.0033175
                    138,                0.50645,                0.24686,                0.87221,                0.99874,                0.99916,                0.99442,                0.92908,                0.41156,                0.16228,                0.83948,               0.003268,               0.003268,               0.003268
                    139,                0.50553,                0.24558,                0.87148,                0.99874,                0.99916,                0.99441,                 0.9291,                0.41136,                0.16221,                0.83935,              0.0032185,              0.0032185,              0.0032185
                    140,                0.50446,                0.24491,                0.87107,                0.99867,                 0.9993,                0.99441,                0.92947,                0.41107,                0.16193,                0.83922,               0.003169,               0.003169,               0.003169
                    141,                0.50427,                0.24418,                0.87142,                0.99868,                 0.9993,                0.99441,                0.92992,                0.41072,                0.16157,                0.83911,              0.0031195,              0.0031195,              0.0031195
                    142,                  0.504,                0.24528,                0.87105,                0.99869,                 0.9993,                0.99441,                0.92937,                 0.4105,                0.16183,                0.83904,                0.00307,                0.00307,                0.00307
                    143,                0.50482,                0.24576,                0.87166,                 0.9987,                 0.9993,                0.99442,                0.92948,                0.41024,                0.16172,                0.83889,              0.0030205,              0.0030205,              0.0030205
                    144,                0.50351,                0.24398,                0.87161,                0.99871,                 0.9993,                0.99442,                0.92978,                0.41002,                0.16161,                0.83873,               0.002971,               0.002971,               0.002971
                    145,                0.50114,                0.24355,                0.87091,                0.99871,                 0.9993,                0.99442,                0.92992,                0.40974,                0.16148,                0.83859,              0.0029215,              0.0029215,              0.0029215
                    146,                 0.5025,                0.24219,                0.87057,                0.99871,                 0.9993,                0.99441,                0.92934,                0.40947,                 0.1613,                0.83854,               0.002872,               0.002872,               0.002872
                    147,                0.49797,                0.24118,                0.86955,                0.99871,                 0.9993,                0.99441,                0.92933,                0.40917,                  0.161,                0.83836,              0.0028225,              0.0028225,              0.0028225
                    148,                0.49936,                0.23988,                0.87045,                0.99871,                 0.9993,                0.99441,                0.92961,                0.40896,                0.16126,                0.83832,               0.002773,               0.002773,               0.002773
                    149,                0.49863,                0.23976,                0.87097,                0.99871,                 0.9993,                0.99439,                0.93021,                0.40878,                0.16126,                0.83828,              0.0027235,              0.0027235,              0.0027235
                    150,                0.49609,                0.24015,                0.87082,                0.99872,                 0.9993,                0.99441,                0.92948,                0.40857,                0.16124,                0.83816,               0.002674,               0.002674,               0.002674
                    151,                0.49747,                0.24081,                0.87018,                0.99872,                 0.9993,                0.99441,                0.92965,                0.40842,                0.16117,                0.83811,              0.0026245,              0.0026245,              0.0026245
                    152,                0.49615,                0.23851,                0.86946,                0.99872,                 0.9993,                 0.9944,                0.93027,                0.40823,                0.16093,                0.83793,               0.002575,               0.002575,               0.002575
                    153,                0.49635,                0.23843,                0.86909,                0.99872,                 0.9993,                0.99441,                 0.9304,                0.40784,                 0.1611,                0.83777,              0.0025255,              0.0025255,              0.0025255
                    154,                0.49535,                0.23813,                0.86846,                0.99872,                 0.9993,                0.99441,                0.93071,                0.40778,                0.16139,                0.83773,               0.002476,               0.002476,               0.002476
                    155,                0.49179,                0.23697,                0.86756,                0.99872,                 0.9993,                0.99441,                0.93082,                0.40778,                0.16163,                0.83774,              0.0024265,              0.0024265,              0.0024265
                    156,                 0.4935,                0.23815,                0.86831,                 0.9989,                0.99947,                0.99443,                0.93099,                0.40756,                0.16127,                0.83768,               0.002377,               0.002377,               0.002377
                    157,                0.49029,                0.23607,                0.86807,                0.99891,                0.99947,                0.99443,                0.93071,                0.40718,                0.16038,                0.83752,              0.0023275,              0.0023275,              0.0023275
                    158,                0.48883,                0.23476,                0.86709,                0.99891,                0.99947,                0.99442,                 0.9308,                0.40715,                0.16022,                0.83745,               0.002278,               0.002278,               0.002278
                    159,                0.49006,                0.23395,                 0.8688,                0.99891,                0.99947,                0.99443,                0.93099,                0.40692,                0.15995,                0.83727,              0.0022285,              0.0022285,              0.0022285
