                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     61,                0.80828,                0.31556,                0.95438,                0.99992,                      1,                  0.995,                0.85178,                0.76713,                 0.2303,                0.92901,              0.0051325,              0.0051325,              0.0051325
                     62,                0.81045,                0.31582,                0.95977,                0.99992,                      1,                  0.995,                 0.8527,                0.76714,                0.22998,                0.92909,                0.00505,                0.00505,                0.00505
                     63,                0.80409,                0.31619,                0.96082,                0.99992,                      1,                  0.995,                0.85271,                 0.7671,                0.22985,                 0.9292,              0.0049675,              0.0049675,              0.0049675
                     64,                0.80352,                0.31299,                0.95962,                0.99992,                      1,                  0.995,                0.85257,                0.76715,                0.22983,                0.92925,               0.004885,               0.004885,               0.004885
                     65,                0.80414,                0.31275,                0.96386,                0.99992,                      1,                  0.995,                0.85264,                0.76718,                 0.2297,                0.92929,              0.0048025,              0.0048025,              0.0048025
                     66,                0.80309,                0.31218,                   0.96,                0.99993,                      1,                  0.995,                0.85258,                0.76735,                0.22961,                0.92943,                0.00472,                0.00472,                0.00472
                     67,                0.80153,                0.31024,                0.96163,                0.99993,                      1,                  0.995,                0.85248,                0.76688,                0.22919,                0.92946,              0.0046375,              0.0046375,              0.0046375
                     68,                0.80235,                0.31174,                0.96315,                0.99993,                      1,                  0.995,                0.85283,                0.76668,                 0.2292,                0.92957,               0.004555,               0.004555,               0.004555
                     69,                0.80199,                0.31081,                0.96618,                0.99993,                      1,                  0.995,                0.85251,                0.76644,                0.22858,                0.92967,              0.0044725,              0.0044725,              0.0044725
                     70,                0.80339,                0.31097,                0.96207,                0.99993,                      1,                  0.995,                0.85292,                0.76637,                 0.2285,                0.92981,                0.00439,                0.00439,                0.00439
                     71,                0.79688,                 0.3062,                0.95642,                0.99994,                      1,                  0.995,                0.85362,                0.76632,                0.22848,                0.92999,              0.0043075,              0.0043075,              0.0043075
                     72,                0.79963,                0.30837,                0.96226,                0.99994,                      1,                  0.995,                0.85375,                0.76619,                 0.2282,                0.93008,               0.004225,               0.004225,               0.004225
                     73,                0.79692,                0.30705,                0.95887,                0.99994,                      1,                  0.995,                0.85387,                0.76617,                0.22831,                0.93027,              0.0041425,              0.0041425,              0.0041425
                     74,                 0.7983,                0.30728,                0.96559,                0.99994,                      1,                  0.995,                 0.8538,                0.76617,                0.22844,                0.93057,                0.00406,                0.00406,                0.00406
                     75,                0.79539,                0.30365,                0.95852,                0.99994,                      1,                  0.995,                0.85392,                0.76606,                 0.2283,                0.93069,              0.0039775,              0.0039775,              0.0039775
                     76,                0.79512,                0.30261,                0.95507,                0.99994,                      1,                  0.995,                0.85395,                0.76601,                 0.2281,                0.93062,               0.003895,               0.003895,               0.003895
                     77,                0.79509,                0.30468,                0.95883,                0.99994,                      1,                  0.995,                0.85465,                0.76599,                0.22766,                0.93097,              0.0038125,              0.0038125,              0.0038125
                     78,                0.79322,                0.30201,                0.96033,                0.99994,                      1,                  0.995,                0.85418,                0.76577,                0.22763,                0.93097,                0.00373,                0.00373,                0.00373
                     79,                0.79285,                0.30188,                0.96009,                0.99994,                      1,                  0.995,                0.85413,                 0.7656,                0.22728,                0.93107,              0.0036475,              0.0036475,              0.0036475
                     80,                0.79149,                0.30044,                0.95762,                0.99994,                      1,                  0.995,                0.85436,                0.76553,                0.22706,                0.93111,               0.003565,               0.003565,               0.003565
                     81,                0.79451,                0.30133,                0.95765,                0.99994,                      1,                  0.995,                0.85435,                0.76552,                0.22694,                 0.9313,              0.0034825,              0.0034825,              0.0034825
                     82,                0.78694,                0.29731,                 0.9508,                0.99993,                      1,                  0.995,                0.85471,                 0.7656,                0.22676,                0.93129,                 0.0034,                 0.0034,                 0.0034
                     83,                0.78943,                0.29683,                0.95069,                0.99993,                      1,                  0.995,                0.85455,                0.76539,                0.22676,                0.93105,              0.0033175,              0.0033175,              0.0033175
                     84,                0.78629,                0.29597,                0.94941,                0.99993,                      1,                  0.995,                0.85431,                0.76538,                0.22677,                0.93086,               0.003235,               0.003235,               0.003235
                     85,                 0.7886,                 0.2968,                0.95562,                0.99993,                      1,                  0.995,                0.85496,                0.76527,                0.22655,                0.93098,              0.0031525,              0.0031525,              0.0031525
                     86,                0.79128,                0.29685,                0.95298,                0.99993,                      1,                  0.995,                0.85456,                0.76506,                0.22665,                0.93085,                0.00307,                0.00307,                0.00307
                     87,                0.78294,                0.29346,                0.94471,                0.99993,                      1,                  0.995,                0.85491,                0.76495,                0.22636,                0.93048,              0.0029875,              0.0029875,              0.0029875
                     88,                0.78602,                0.29205,                0.94518,                0.99993,                      1,                  0.995,                0.85509,                0.76457,                0.22599,                0.93013,               0.002905,               0.002905,               0.002905
                     89,                0.78636,                0.29328,                0.94785,                0.99993,                      1,                  0.995,                0.85526,                0.76449,                0.22564,                0.92982,              0.0028225,              0.0028225,              0.0028225
                     90,                 0.7833,                0.29138,                0.94611,                0.99993,                      1,                  0.995,                0.85558,                0.76432,                0.22555,                0.92946,                0.00274,                0.00274,                0.00274
                     91,                0.78238,                0.29041,                0.94276,                0.99993,                      1,                  0.995,                0.85516,                 0.7642,                0.22523,                0.92914,              0.0026575,              0.0026575,              0.0026575
                     92,                0.77924,                0.29016,                0.94952,                0.99993,                      1,                  0.995,                0.85514,                0.76415,                0.22518,                0.92895,               0.002575,               0.002575,               0.002575
                     93,                0.78243,                0.29182,                0.95074,                0.99993,                      1,                  0.995,                0.85567,                0.76405,                0.22508,                0.92883,              0.0024925,              0.0024925,              0.0024925
                     94,                0.77835,                0.29006,                0.94468,                0.99992,                      1,                  0.995,                0.85595,                0.76399,                0.22478,                0.92879,                0.00241,                0.00241,                0.00241
                     95,                0.77656,                 0.2874,                0.94681,                0.99993,                      1,                  0.995,                0.85598,                0.76388,                 0.2245,                 0.9286,              0.0023275,              0.0023275,              0.0023275
                     96,                0.77869,                0.28504,                0.94925,                0.99993,                      1,                  0.995,                0.85564,                0.76372,                0.22456,                0.92852,               0.002245,               0.002245,               0.002245
                     97,                0.77892,                0.28551,                0.94654,                0.99992,                      1,                  0.995,                0.85608,                0.76353,                 0.2245,                0.92841,              0.0021625,              0.0021625,              0.0021625
                     98,                0.77302,                0.28452,                0.94721,                0.99992,                      1,                  0.995,                0.85628,                0.76347,                0.22455,                0.92845,                0.00208,                0.00208,                0.00208
                     99,                0.77228,                0.28227,                0.94548,                0.99992,                0.99999,                  0.995,                0.85582,                0.76326,                0.22399,                0.92835,              0.0019975,              0.0019975,              0.0019975
                    100,                0.77329,                0.28253,                0.94608,                0.99992,                0.99999,                  0.995,                0.85576,                0.76313,                0.22379,                0.92822,               0.001915,               0.001915,               0.001915
                    101,                0.76883,                0.28226,                0.93836,                0.99992,                0.99999,                  0.995,                0.85627,                0.76301,                0.22376,                0.92776,              0.0018325,              0.0018325,              0.0018325
                    102,                 0.7695,                0.28042,                0.93851,                0.99992,                0.99999,                  0.995,                0.85615,                0.76305,                0.22374,                0.92735,                0.00175,                0.00175,                0.00175
                    103,                0.76973,                0.27945,                0.94002,                0.99992,                      1,                  0.995,                0.85652,                 0.7629,                0.22383,                0.92717,              0.0016675,              0.0016675,              0.0016675
                    104,                0.76717,                0.27846,                0.94066,                0.99992,                      1,                  0.995,                0.85605,                 0.7629,                0.22376,                0.92707,               0.001585,               0.001585,               0.001585
                    105,                0.76445,                0.27583,                0.93921,                0.99992,                      1,                  0.995,                0.85602,                0.76271,                 0.2236,                0.92698,              0.0015025,              0.0015025,              0.0015025
                    106,                0.76138,                0.27474,                0.93792,                0.99992,                      1,                  0.995,                0.85609,                0.76264,                0.22385,                0.92688,                0.00142,                0.00142,                0.00142
                    107,                0.76137,                0.27458,                0.93918,                0.99992,                      1,                  0.995,                0.85582,                0.76269,                0.22357,                0.92676,              0.0013375,              0.0013375,              0.0013375
                    108,                 0.7593,                0.27204,                0.93625,                0.99992,                      1,                  0.995,                0.85671,                0.76261,                0.22376,                0.92654,               0.001255,               0.001255,               0.001255
                    109,                0.76089,                0.27069,                0.93889,                0.99992,                      1,                  0.995,                0.85623,                0.76256,                0.22388,                0.92639,              0.0011725,              0.0011725,              0.0011725
                    110,                 0.7572,                0.26913,                0.93887,                0.99992,                      1,                  0.995,                0.85615,                0.76253,                0.22432,                0.92617,                0.00109,                0.00109,                0.00109
                    111,                0.74646,                0.24488,                 0.9332,                0.99992,                      1,                  0.995,                0.85667,                0.76244,                0.22388,                0.92602,              0.0010075,              0.0010075,              0.0010075
                    112,                0.74483,                0.24459,                0.93159,                0.99992,                      1,                  0.995,                0.85716,                0.76247,                0.22407,                0.92586,               0.000925,               0.000925,               0.000925
                    113,                0.74227,                0.24389,                0.93254,                0.99992,                      1,                  0.995,                0.85679,                0.76258,                 0.2241,                0.92571,              0.0008425,              0.0008425,              0.0008425
                    114,                0.74116,                0.24308,                0.93077,                0.99992,                      1,                  0.995,                0.85685,                0.76247,                0.22346,                 0.9256,                0.00076,                0.00076,                0.00076
                    115,                0.73777,                0.23966,                0.93288,                0.99992,                      1,                  0.995,                0.85735,                0.76234,                0.22345,                0.92552,              0.0006775,              0.0006775,              0.0006775
                    116,                0.73713,                0.23952,                0.93493,                0.99992,                      1,                  0.995,                0.85723,                0.76236,                0.22294,                0.92544,               0.000595,               0.000595,               0.000595
                    117,                0.73458,                0.23621,                0.93438,                0.99992,                      1,                  0.995,                0.85755,                0.76227,                 0.2229,                0.92543,              0.0005125,              0.0005125,              0.0005125
                    118,                0.73148,                0.23356,                0.93247,                0.99992,                      1,                  0.995,                0.85717,                0.76234,                0.22299,                0.92539,                0.00043,                0.00043,                0.00043
                    119,                0.72953,                0.23223,                0.92983,                0.99992,                      1,                  0.995,                0.85715,                0.76241,                0.22264,                0.92533,              0.0003475,              0.0003475,              0.0003475
                    120,                0.72873,                0.23053,                0.92875,                0.99992,                      1,                  0.995,                 0.8575,                0.76231,                0.22227,                0.92529,               0.000265,               0.000265,               0.000265
